text,intent,slots
前进120米，在那个遮阳棚下躲躲太阳。,F,oobiooooooooooooo
向前走，把疲惫当成勋章。,F,oooooooooooo
往前230米，那里有个孩子在做游戏。,F,oobioooooooooooo
动起来，让血液奔腾。,F,oooooooooo
前进90米，也许就能抓住那只蝴蝶。,F,oobiooooooooiooo
向前，直到星光满天。,F,oooooooooo
往前460米，就能看到那片无边无际的草原。,F,oobiooooooooooooooo
走，让心跳成为唯一的指引。,F,ooooooooooooo
前进60米，在那个屋檐下避避雨。,F,oobiooooooooooo
向前，别被自己打败。,F,oooooooooo
往前330米，那里有个牧羊人，赶着羊群。,F,oobioooooooooooooo
迈步，把踌躇甩进深渊。,F,ooooooooooo
前进150米，也许就能找回最初的自己。,F,oobioooooooiooooo
向前走，把背影留给地平线。,F,ooooooooooooo
往前270米，就能看到那个古老的烽火台。,F,oobioooooooooooooo
动起来，让希望领路。,F,oooooioooo
前进100米，在那个车站牌下等风来。,F,oobioooooooooooo
向前，哪怕无人喝彩。,F,oooooooooo
往前530米，就能到达那个朝圣的终点。,F,oobiooooooooooooo
走，让脚印刻进大地。,F,oooooooooo
前进80米，在那块大石头上歇歇脚。,F,oobioooooooooooo
向前，是对未来的信仰。,F,ooooooooooo
往前200米，也许就能和梦想撞个满怀。,F,oobiooooooooooioo
迈步，把过往清零。,F,ooooooooo
前进400米，就能看到那片蔚蓝的湖泊。,F,oobiooooooooioooo
向前走，别让任何事阻止你。,F,oooooioooooio
往前120米，在那个小山坡上滚下去。,F,oobioooooooooooo
动起来，让生命燃烧起来。,F,oooooioooooo
前进70米，在那盏路灯下旋转一圈。,F,oobioooooooooooo
向前，哪怕路滑难行。,F,ooooooiooo
往前300米，就能听到山谷里的回音。,F,oobioooooooooooo
走，让风带走你的名字。,F,ooooooooooo
前进250米，也许就能完成那个小小的目标。,F,oobiooooooooooooooo
向前，是唯一值得做的事。,F,oooooooooooo
往前600米，就能跑进那个金色的黎明里。,F,oobioooooooooooooo
迈步，把犹豫碾成粉末。,F,ooooooooooo
前进90米，在那片树荫下闭上眼睛。,F,oobioooooooooooo
向前走，把每一天都当成新的起点。,F,oooooooooooooooo
往前180米，就能看到那个指引方向的北极星。,F,oobioooooooooooooooo
动起来，让身体跟上灵魂的脚步。,F,ooooooooooooooo
前进50米，在那个墙角画一朵小花。,F,oobioooooooooooo
向前，哪怕只是多看一眼这个世界。,F,oooooooooooooooo
往前150米，也许就能发现不一样的自己。,F,oobioooooooooooooo
走起来，别停下，生命的意义就在脚下。,F,ooooooooiiooooooio
前进360米，就能到达那个你一直想去的地方。,F,oobioooooooioooooooo
向前，永远不要丧失勇气。,F,oooooooooooo
往前430米，那里有个未知的惊喜在等你。,F,oobioooooooooooooo
迈步，让每一步都掷地有声。,F,ooooooooooooo
前进80米，给那个陌生人一个微笑。,F,oobioooooooooooo
向前走，把世界甩在身后。,F,oooooooooooo
往前280米，就能走进那个全新的故事里。,F,oobioooooooooooooo
前进，哪怕只剩最后一步。,F,oooooooooooo
往前500米，跑起来，拥抱属于你的那片天空。,F,oobioooooooooooooooo
